Date/Time,SOUTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUTH WINDOW LEFT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUWTH WINDOW RIGHT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),NORTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUTH WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),EAST WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),NORTH WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),WEST WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),ZONE 1:Zone Air System Sensible Heating Rate [W](Hourly),ZONE 1:Zone Air System Sensible Cooling Rate [W](Hourly) 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3231.008465078395,0.0 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.1207657883724,0.0 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3293.1459386974107,0.0 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.6953503620894,0.0 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3314.650978807455,0.0 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3289.1976606124135,0.0 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3279.8843904543323,0.0 
 01/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3314.8490806216887,0.0 
 01/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374.988540284209,0.0 
 01/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.046138134797,0.0 
 01/03  08:00:00,20.77756907575132,20.77756907575132,20.77756907575132,25.780807643616606,9.591027988312204,9.591027988312204,18.960113642802509,12.466541445450793,15.46848458616996,5.754616792987322,5.754616792987322,11.376068185681504,3380.0978470097275,0.0 
 01/03  09:00:00,82.177560270035,82.177560270035,82.177560270035,86.96600437879053,40.11750442688381,40.11750442688381,82.44544727282694,49.306536162021007,52.179602627274309,24.070502656130289,24.070502656130289,49.467268363696167,3094.895607913501,0.0 
 01/03  10:00:00,72.2067464656683,72.2067464656683,72.2067464656683,67.54486420302954,54.75871108341754,54.75871108341754,110.18367123948542,43.32404787940098,40.52691852181771,32.855226650050528,32.855226650050528,66.11020274369125,2975.0220619501483,0.0 
 01/03  11:00:00,270.28316196918589,270.28316196918589,270.28316196918589,139.1021727518089,71.55567526082106,71.55567526082106,198.95346679603726,162.1698971815115,83.46130365108533,42.93340515649263,42.93340515649263,119.37208007762234,2573.9504743719494,0.0 
 01/03  12:00:00,882.6331670974042,882.6331670974042,882.6331670974042,186.231877775416,82.55830872203642,82.55830872203642,463.45462058570538,529.5799002584425,111.7391266652496,49.534985233221849,49.534985233221849,278.07277235142319,359.7157716412397,0.0 
 01/03  13:00:00,823.9468838637476,823.9468838637476,823.9468838637476,73.88574847200647,73.88574847200647,175.66350043990139,430.29024856708909,494.3681303182485,44.33144908320387,44.33144908320387,105.39810026394084,258.1741491402534,0.0,41.17392556606014 
 01/03  14:00:00,560.2104300857388,560.2104300857388,560.2104300857388,72.55551730737791,72.55551730737791,279.7200315453252,292.07556558859286,336.1262580514433,43.53331038442675,43.53331038442675,167.83201892719507,175.2453393531557,0.0,307.03801701450177 
 01/03  15:00:00,478.9797047324094,478.9797047324094,478.9797047324094,51.34371771446463,51.34371771446463,373.1551681048486,212.86529627588897,287.3878228394456,30.806230628678774,30.806230628678774,223.8931008629092,127.71917776553338,0.0,160.54192969234269 
 01/03  16:00:00,354.1571384870621,354.1571384870621,354.1571384870621,17.683204751513825,17.683204751513825,393.52603001150148,109.94136856311455,212.49428309223729,10.609922850908293,10.609922850908293,236.1156180069009,65.96482113786874,0.0,0.9761137270152009 
 01/03  17:00:00,49.635158386238447,49.635158386238447,49.635158386238447,4.675862374126925,4.675862374126925,71.32028918945182,11.748625204986358,29.78109503174306,2.8055174244761549,2.8055174244761549,42.79217351367109,7.049175122991813,51.29636479174219,0.0 
 01/03  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.990098708593,0.0 
 01/03  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.0307398319196,0.0 
 01/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2929.5457925707083,0.0 
 01/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209.6022177014293,0.0 
 01/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3328.957899674597,0.0 
 01/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3396.4038745423836,0.0 
 01/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3466.6935851585595,0.0 
 01/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3571.785477476208,0.0 
 01/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691.5131192445756,0.0 
 01/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3729.7531246572303,0.0 
 01/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738.9075388696056,0.0 
 01/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.6352841821526,0.0 
 01/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.752836945995,0.0 
 01/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3746.599688082385,0.0 
 01/04  08:00:00,112.09760613574241,112.09760613574241,112.09760613574241,159.9461364017103,17.38902460250077,17.38902460250077,38.9809075053775,67.25856368144543,95.9676818410262,10.433414761500459,10.433414761500459,23.3885445032265,3475.682778370374,0.0 
 01/04  09:00:00,401.16329100882117,401.16329100882117,401.16329100882117,436.76940629089315,61.93403982802736,61.93403982802736,177.33523513549506,240.69797460529265,262.0616437745358,37.16042389681641,37.16042389681641,106.40114108129703,2168.6353963709967,0.0 
 01/04  10:00:00,641.1230804785632,641.1230804785632,641.1230804785632,487.5983286787697,83.56372275046853,83.56372275046853,312.50259643297576,384.67384828713798,292.5589972072618,50.13823365028111,50.13823365028111,187.50155785978547,576.8902447494017,0.0 
 01/04  11:00:00,938.8343006790557,938.8343006790557,938.8343006790557,446.23749311812397,93.63521980408192,93.63521980408192,473.1474452950919,563.3005804074334,267.74249587087436,56.181131882449147,56.181131882449147,283.88846717705516,0.0,74.36430822921368 
 01/04  12:00:00,977.1816590271476,977.1816590271476,977.1816590271476,209.43264536291086,90.10639829332379,90.10639829332379,513.6924310413463,586.3089954162884,125.65958721774654,54.06383897599427,54.06383897599427,308.21545862480778,0.0,1925.7777951086796 
 01/04  13:00:00,941.9498461956046,941.9498461956046,941.9498461956046,74.17652310713419,74.17652310713419,196.60974932311226,488.13307425388288,565.1699077173627,44.505913864280518,44.505913864280518,117.96584959386735,292.8798445523297,0.0,3324.628171283694 
 01/04  14:00:00,833.5620198647158,833.5620198647158,833.5620198647158,50.508407683357919,50.508407683357919,384.506384537499,403.20959029756798,500.1372119188294,30.305044610014755,30.305044610014755,230.70383072249946,241.92575417854077,0.0,3582.151067198159 
 01/04  15:00:00,655.9946821699986,655.9946821699986,655.9946821699986,27.16170878857339,27.16170878857339,495.0968620211187,272.39665305885827,393.5968093019991,16.297025273144035,16.297025273144035,297.0581172126712,163.43799183531494,0.0,2919.443741852667 
 01/04  16:00:00,398.92303615337519,398.92303615337519,398.92303615337519,12.709308784921168,12.709308784921168,443.38985044579206,120.55251256225496,239.35382169202513,7.625585270952701,7.625585270952701,266.0339102674752,72.33150753735298,0.0,1435.69903809011 
 01/04  17:00:00,65.57419515262103,65.57419515262103,65.57419515262103,4.382813768233735,4.382813768233735,96.14637905455359,12.55102529289432,39.34451709157261,2.6296882609402409,2.6296882609402409,57.687827432732159,7.530615175736591,0.0,18.239133951465186 
 01/04  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.17292294071879,0.0 
 01/04  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789.6479508898403,0.0 
 01/04  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545.646477895472,0.0 
 01/04  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2961.7261236824697,0.0 
 01/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3179.648309555497,0.0 
 01/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3241.497355523602,0.0 
 01/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261.3106591012815,0.0 
 01/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3273.5718266067356,0.0 
 01/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3256.3512912768406,0.0 
