Date/Time,SOUTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUTH WINDOW LEFT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUWTH WINDOW RIGHT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),NORTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUTH WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),EAST WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),NORTH WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),WEST WALL:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](Hourly),ZONE 1:Zone Air System Sensible Heating Rate [W](Hourly),ZONE 1:Zone Air System Sensible Cooling Rate [W](Hourly) 
 03/12  10:00:00,698.0288333849103,698.0288333849103,698.0288333849103,758.4019137172634,139.04134896982766,139.04134896982766,652.3576427126355,418.81730003094619,455.041148230358,83.4248093818966,83.4248093818966,391.41458562758137,0.0,454.0981239820737 
 03/12  11:00:00,796.5441792776446,796.5441792776446,796.5441792776446,541.2243378644164,138.65450790890496,138.65450790890496,747.9764932477415,477.92650756658676,324.7346027186498,83.19270474534297,83.19270474534297,448.78589594864487,0.0,3004.6903297425924 
 03/12  12:00:00,820.9385369399847,820.9385369399847,820.9385369399847,274.10109430330939,132.7170997596248,132.7170997596248,778.5039323918472,492.56312216399086,164.46065658198564,79.63025985577488,79.63025985577488,467.1023594351084,0.0,4853.185582954489 
 03/12  13:00:00,789.375683382012,789.375683382012,789.375683382012,120.5078664055375,120.5078664055375,238.7259012265535,750.9460501679376,473.62541002920718,72.30471984332249,72.30471984332249,143.2355407359321,450.5676301007626,0.0,5550.962562738874 
 03/12  14:00:00,702.139709315968,702.139709315968,702.139709315968,97.98222216054708,97.98222216054708,448.0317144213111,660.0990174271283,421.28382558958085,58.789333296328248,58.789333296328248,268.8190286527867,396.05941045627699,0.0,5512.469274164228 
 03/12  15:00:00,556.4023598625699,556.4023598625699,556.4023598625699,74.53741163854687,74.53741163854687,588.0584023734278,511.9506340276703,333.8414159175419,44.72244698312812,44.72244698312812,352.83504142405669,307.17038041660217,0.0,4705.535985638777 
 03/12  16:00:00,379.1880595027693,379.1880595027693,379.1880595027693,56.057065204879368,56.057065204879368,623.379464656796,334.2377978399563,227.51283570166155,33.63423912292762,33.63423912292762,374.0276787940776,200.54267870397377,0.0,3243.616014684816 
 03/12  17:00:00,195.10223803808936,195.10223803808936,195.10223803808936,34.20593904167437,34.20593904167437,515.2482315673251,155.56275417798498,117.06134282285362,20.52356342500462,20.52356342500462,309.14893894039508,93.33765250679096,0.0,1623.4948667362603 
 03/12  18:00:00,43.10415143651507,43.10415143651507,43.10415143651507,9.370103941465642,9.370103941465642,207.53505626869774,26.817104496349815,25.86249086190904,5.622062364879385,5.622062364879385,124.5210337612186,16.09026269780989,0.0,322.1189581813094 
 03/12  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/12  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0849091469804,0.0 
 03/12  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.1357110789579,0.0 
 03/12  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0688491518754,0.0 
 03/13  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.6607501277983,0.0 
 03/13  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.7779208212892,0.0 
 03/13  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.3305991680247,0.0 
 03/13  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.7471038397907,0.0 
 03/13  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.5891891414917,0.0 
 03/13  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.2166678677158,0.0 
 03/13  07:00:00,91.70386712796895,91.70386712796895,91.70386712796895,385.8913836744741,35.79632109492909,35.79632109492909,90.93644466317687,55.02232027678137,231.53483020468446,21.47779265695745,21.47779265695745,54.56186679790612,927.9273861721817,0.0 
 03/13  08:00:00,351.4539532529437,351.4539532529437,351.4539532529437,888.1508601503685,102.95489939398192,102.95489939398192,337.5610517718595,210.87237195176619,532.8905160902211,61.77293963638915,61.77293963638915,202.5366310631157,193.51967077812507,0.0 
 03/13  09:00:00,576.3157235599385,576.3157235599385,576.3157235599385,941.0794991844173,137.58801803967175,137.58801803967175,544.6156290893997,345.7894341359631,564.6476995106505,82.55281082380303,82.55281082380303,326.7693774536399,0.0,0.0 
 03/13  10:00:00,743.901068542861,743.901068542861,743.901068542861,809.3587440739992,151.05881369006398,151.05881369006398,700.397764632962,446.34064112571658,485.6152464443996,90.63528821403838,90.63528821403838,420.2386587797772,0.0,1395.8974547801295 
 03/13  11:00:00,835.7253818770372,835.7253818770372,835.7253818770372,571.2957364090909,151.24099668856688,151.24099668856688,789.2030728805001,501.4352291262223,342.7774418454545,90.74459801314012,90.74459801314012,473.52184372830006,0.0,3770.5780594789376 
 03/13  12:00:00,826.5822232499837,826.5822232499837,826.5822232499837,278.1853908754516,135.30298890493047,135.30298890493047,782.1814905978131,495.94933394999029,166.91123452527095,81.18179334295827,81.18179334295827,469.3088943586878,0.0,4992.149270728728 
 03/13  13:00:00,751.4919213485105,751.4919213485105,751.4919213485105,123.01552813872523,123.01552813872523,233.32529184484174,714.5748985303104,450.8951528091063,73.80931688323514,73.80931688323514,139.99517510690505,428.74493911818629,0.0,5248.667358880268 
 03/13  14:00:00,647.2038877875108,647.2038877875108,647.2038877875108,108.16768483483742,108.16768483483742,420.5943822269381,602.7777767101004,388.32233267250646,64.90061090090245,64.90061090090245,252.35662933616283,361.66666602606019,0.0,4997.48890567273 
 03/13  15:00:00,521.221814042307,521.221814042307,521.221814042307,88.11397165382317,88.11397165382317,550.7773260934188,475.67087485397459,312.73308842538418,52.868382992293899,52.868382992293899,330.4663956560512,285.40252491238479,0.0,4315.368864023593 
 03/13  16:00:00,362.53384826566278,362.53384826566278,362.53384826566278,65.66944504433197,65.66944504433197,588.3289120234693,318.1809727167157,217.52030895939766,39.40166702659918,39.40166702659918,352.99734721408159,190.90858363002944,0.0,3027.0756299140685 
 03/13  17:00:00,188.63254341091088,188.63254341091088,188.63254341091088,39.02229356382151,39.02229356382151,487.65736445834298,153.33412416402505,113.17952604654653,23.413376138292909,23.413376138292909,292.5944186750058,92.00047449841502,0.0,1545.797537583434 
 03/13  18:00:00,42.88707567146413,42.88707567146413,42.88707567146413,11.58151646730018,11.58151646730018,197.36313851137846,28.666892396665959,25.732245402878485,6.948909880380107,6.948909880380107,118.41788310682708,17.200135437999575,0.0,316.2724703795926 
 03/13  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/13  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.053565860871279,0.0 
 03/13  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.1747312617724,0.0 
 03/13  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.910606395315,0.0 
 03/13  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.4097091846492,0.0 
 03/14  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.4168565977152,0.0 
 03/14  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.404415589912,0.0 
 03/14  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.5666514506925,0.0 
 03/14  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.7365772298156,0.0 
 03/14  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.648118055115,0.0 
 03/14  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1579.1932539879497,0.0 
 03/14  07:00:00,91.72871601623013,91.72871601623013,91.72871601623013,414.28533342784217,33.870241041781159,33.870241041781159,85.1964369569105,55.03722960973807,248.57120005670525,20.32214462506869,20.32214462506869,51.11786217414631,1464.9092640162946,0.0 
 03/14  08:00:00,316.20913894919456,316.20913894919456,316.20913894919456,785.7142429953492,99.51364326313785,99.51364326313785,308.32355445691538,189.7254833695167,471.42854579720957,59.708185957882708,59.708185957882708,184.99413267414924,753.3419766998553,0.0 
 03/14  09:00:00,532.3364974056989,532.3364974056989,532.3364974056989,866.3122177695191,130.52668802410916,130.52668802410916,504.9865273987353,319.4018984434193,519.7873306617114,78.31601281446548,78.31601281446548,302.99191643924118,43.332077763596497,0.0 
 03/14  10:00:00,707.4715142129273,707.4715142129273,707.4715142129273,770.1779330955919,140.53111463086004,140.53111463086004,661.8248828351368,424.4829085277564,462.10675985735505,84.31866877851602,84.31866877851602,397.09492970108217,0.0,157.27532053400058 
 03/14  11:00:00,806.3554506355371,806.3554506355371,806.3554506355371,549.7133699645015,143.4998755256159,143.4998755256159,759.7468064549579,483.81327038132226,329.8280219787009,86.09992531536953,86.09992531536953,455.8480838729747,0.0,2019.9758752394 
 03/14  12:00:00,829.1503038411456,829.1503038411456,829.1503038411456,279.28336379149348,137.06092846285828,137.06092846285828,788.154575917019,497.4901823046874,167.57001827489607,82.23655707771496,82.23655707771496,472.8927455502114,0.0,3497.461996533254 
 03/14  13:00:00,794.8064742128432,794.8064742128432,794.8064742128432,123.99270003954887,123.99270003954887,242.73550281811877,757.1047454641746,476.88388452770587,74.39562002372932,74.39562002372932,145.64130169087125,454.2628472785047,0.0,4053.415979782676 
 03/14  14:00:00,708.7223210709674,708.7223210709674,708.7223210709674,100.17301596228838,100.17301596228838,453.66471135807356,666.3981152981356,425.23339264258046,60.10380957737301,60.10380957737301,272.19882681484418,399.8388691788814,0.0,3965.2806795774445 
 03/14  15:00:00,577.0842731189828,577.0842731189828,577.0842731189828,71.32724955048156,71.32724955048156,611.7269462943881,530.8922783554975,346.25056387138968,42.79634973028894,42.79634973028894,367.03616777663287,318.53536701329849,0.0,3316.0210069205627 
 03/14  16:00:00,402.7012485338667,402.7012485338667,402.7012485338667,43.60080783808672,43.60080783808672,675.6953052931146,354.87697768841039,241.62074912032,26.160484702852039,26.160484702852039,405.4171831758687,212.92618661304619,0.0,2181.486083046591 
 03/14  17:00:00,210.02418288603907,210.02418288603907,210.02418288603907,24.260592541171936,24.260592541171936,579.499636688514,166.8513823622919,126.01450973162344,14.556355524703163,14.556355524703163,347.69978201310837,100.11082941737515,0.0,837.4144715991406 
 03/14  18:00:00,46.91505574874325,46.91505574874325,46.91505574874325,7.964453666634265,7.964453666634265,237.79545069415424,27.694558851297466,28.149033449245949,4.778672199980559,4.778672199980559,142.67727041649256,16.61673531077848,0.0,15.029109041040102 
 03/14  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/14  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.36995357538366,0.0 
 03/14  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.4582243290147,0.0 
 03/14  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.380715607217,0.0 
 03/14  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.5225916585623,0.0 
 03/14  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.2499745402215,0.0 
 03/15  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.4890835622336,0.0 
 03/15  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.4821751309894,0.0 
 03/15  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513.9199959798643,0.0 
 03/15  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.7681895148462,0.0 
 03/15  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.133641370667,0.0 
 03/15  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.447595935727,0.0 
 03/15  07:00:00,98.87914935733916,98.87914935733916,98.87914935733916,451.5699032133519,37.093479969784798,37.093479969784798,93.16228196724517,59.32748961440349,270.94194192801117,22.256087981870878,22.256087981870878,55.8973691803471,1253.325792627712,0.0 
 03/15  08:00:00,340.9118716530098,340.9118716530098,340.9118716530098,859.0153601525004,103.15484699047043,103.15484699047043,329.4153832913186,204.5471229918059,515.4092160915002,61.892908194282259,61.892908194282259,197.64922997479116,453.3273756803689,0.0 
 03/15  09:00:00,557.910753632195,557.910753632195,557.910753632195,912.0668536431338,134.34116228235079,134.34116228235079,526.3547583841673,334.746452179317,547.2401121858802,80.60469736941046,80.60469736941046,315.8128550305004,0.0,0.0 
 03/15  10:00:00,719.1677148643935,719.1677148643935,719.1677148643935,784.2264463326526,142.94319818521019,142.94319818521019,673.6731523819103,431.5006289186361,470.53586779959155,85.76591891112612,85.76591891112612,404.20389142914618,0.0,697.363839495171 
 03/15  11:00:00,792.7518609355308,792.7518609355308,792.7518609355308,544.467702622891,145.37291633546554,145.37291633546554,748.9934126915812,475.65111656131855,326.6806215737345,87.22374980127931,87.22374980127931,449.3960476149487,0.0,2892.8655350799013 
 03/15  12:00:00,749.5924122664537,749.5924122664537,749.5924122664537,264.9724065632576,137.7450661114653,137.7450661114653,708.796968681436,449.7554473598723,158.98344393795458,82.64703966687917,82.64703966687917,425.2781812088616,0.0,3881.3845966760455 
 03/15  13:00:00,642.0648458240432,642.0648458240432,642.0648458240432,138.6798031717194,138.6798031717194,224.99887115417833,615.3684949560535,385.23890749442605,83.20788190303164,83.20788190303164,134.999322692507,369.22109697363217,0.0,3772.099661218842 
 03/15  14:00:00,505.6928807571519,505.6928807571519,505.6928807571519,137.74283033422877,137.74283033422877,353.02039867833767,502.960788899332,303.4157284542911,82.64569820053726,82.64569820053726,211.81223920700257,301.7764733395992,0.0,3030.344903518181 
 03/15  15:00:00,427.3785247580754,427.3785247580754,427.3785247580754,113.72942910982602,113.72942910982602,452.4321179510083,417.54098912585268,256.42711485484525,68.23765746589561,68.23765746589561,271.459270770605,250.52459347551156,0.0,2309.7111408854057 
 03/15  16:00:00,312.55179138385958,312.55179138385958,312.55179138385958,83.06752603065464,83.06752603065464,491.37836349993139,296.3470051140597,187.53107483031574,49.840515618392789,49.840515618392789,294.8270180999589,177.8082030684358,0.0,1485.889521223898 
 03/15  17:00:00,170.64667279164179,170.64667279164179,170.64667279164179,49.404761175789378,49.404761175789378,417.53644739292846,153.35955678988285,102.38800367498506,29.642856705473624,29.642856705473624,250.52186843575707,92.01573407392968,0.0,532.621013287782 
 03/15  18:00:00,42.554199831366457,42.554199831366457,42.554199831366457,16.85248650596628,16.85248650596628,174.34336191520803,35.73622243443435,25.532519898819876,10.111491903579767,10.111491903579767,104.60601714912483,21.44173346066061,0.0,0.0 
 03/15  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/15  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25688990735678,0.0 
 03/15  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.8075090341825,0.0 
 03/15  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.6690495821294,0.0 
 03/15  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.2486725795015,0.0 
 03/15  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1414.3334647278423,0.0 
 03/16  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540.7980874676764,0.0 
 03/16  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1642.9447060393782,0.0 
 03/16  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704.9133664956285,0.0 
 03/16  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707.9529456044365,0.0 
 03/16  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.204979049896,0.0 
 03/16  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.24876902886,0.0 
 03/16  07:00:00,101.50418306772846,101.50418306772846,101.50418306772846,434.4888404202755,40.42483390402211,40.42483390402211,100.42495808980242,60.90250984063707,260.6933042521653,24.254900342413266,24.254900342413266,60.25497485388144,1444.322496434829,0.0 
 03/16  08:00:00,356.1949086090568,356.1949086090568,356.1949086090568,904.498282488024,105.9847814161489,105.9847814161489,342.8716970778743,213.71694516543409,542.6989694928144,63.59086884968933,63.59086884968933,205.72301824672457,626.3255033199898,0.0 
 03/16  09:00:00,577.7109176802192,577.7109176802192,577.7109176802192,945.9135579073545,139.20452152814918,139.20452152814918,546.7377351038516,346.62655060813156,567.5481347444127,83.52271291688949,83.52271291688949,328.04264106231099,3.7271127240910575,0.0 
 03/16  10:00:00,744.4578427994178,744.4578427994178,744.4578427994178,811.9743182056927,152.35656102778268,152.35656102778268,702.4072903272101,446.67470567965077,487.1845909234155,91.41393661666959,91.41393661666959,421.44437419632609,0.0,343.71401271104619 
 03/16  11:00:00,843.026182764838,843.026182764838,843.026182764838,577.5250919003777,155.06200705369109,155.06200705369109,798.9877571068739,505.8157096589028,346.51505514022656,93.03720423221465,93.03720423221465,479.3926542641243,0.0,2485.8620111251175 
 03/16  12:00:00,877.6015285069943,877.6015285069943,877.6015285069943,297.7322783813613,149.20023166575107,149.20023166575107,832.7987162861664,526.5609171041965,178.63936702881677,89.52013899945064,89.52013899945064,499.6792297716998,0.0,4005.077680827869 
 03/16  13:00:00,843.5477426274131,843.5477426274131,843.5477426274131,138.28524059248134,138.28524059248134,262.9651230356319,804.9006905669357,506.12864557644778,82.9711443554888,82.9711443554888,157.77907382137915,482.94041434016148,0.0,4641.308091712032 
 03/16  14:00:00,749.75825105088,749.75825105088,749.75825105088,115.46290786460463,115.46290786460463,484.02502224691139,707.2853858679259,449.8549506305279,69.27774471876278,69.27774471876278,290.4150133481468,424.3712315207556,0.0,4566.425100941856 
 03/16  15:00:00,587.5217470412889,587.5217470412889,587.5217470412889,79.25927078746146,79.25927078746146,621.6607125980717,540.4451423698575,352.5130482247733,47.55556247247688,47.55556247247688,372.996427558843,324.26708542191445,0.0,3829.7059155384222 
 03/16  16:00:00,393.85379719867975,393.85379719867975,393.85379719867975,55.42049515357825,55.42049515357825,650.3617510197932,346.9902429256588,236.31227831920783,33.25229709214695,33.25229709214695,390.21705061187597,208.19414575539524,0.0,2609.406111878595 
 03/16  17:00:00,203.81885963749756,203.81885963749756,203.81885963749756,36.83990582727395,36.83990582727395,541.0029296074239,163.48149172753379,122.2913157824985,22.103943496364374,22.103943496364374,324.6017577644543,98.08889503652026,0.0,1285.1403974983646 
 03/16  18:00:00,49.885421938369109,49.885421938369109,49.885421938369109,12.298256398690608,12.298256398690608,239.88835808500625,31.767034589713356,29.931253163021464,7.378953839214365,7.378953839214365,143.93301485100376,19.060220753828014,0.0,189.77185420556155 
 03/16  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/16  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 03/16  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.4687580186462,0.0 
 03/16  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.7836560425194,0.0 
 03/16  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.024494304549,0.0 
 03/16  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0284982678977,0.0 
 03/17  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0110469017502,0.0 
 03/17  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.4595478591243,0.0 
 03/17  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.5347938735965,0.0 
 03/17  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.770972349354,0.0 
 03/17  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.6432758938618,0.0 
 03/17  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.7325079941247,0.0 
 03/17  07:00:00,77.89790489551277,77.89790489551277,77.89790489551277,311.33765435096458,38.606023953174268,38.606023953174268,84.97641263663548,46.73874293730765,186.8025926105787,23.163614371904559,23.163614371904559,50.98584758198129,1148.2055150112021,0.0 
 03/17  08:00:00,246.19535099424605,246.19535099424605,246.19535099424605,585.6565116762806,93.03337555603122,93.03337555603122,258.8226689325012,147.71721059654767,351.3939070057684,55.82002533361872,55.82002533361872,155.29360135950069,441.8203072596717,0.0 
 03/17  09:00:00,453.1581335947071,453.1581335947071,453.1581335947071,725.6056906430736,127.89909152856419,127.89909152856419,446.42298420597685,271.8948801568243,435.36341438584409,76.7394549171385,76.7394549171385,267.8537905235861,0.0,0.0 
 03/17  10:00:00,645.6907020500129,645.6907020500129,645.6907020500129,701.3937185764206,141.21473362105258,141.21473362105258,613.8872378013293,387.41442123000777,420.83623114585239,84.72884017263155,84.72884017263155,368.33234268079766,0.0,404.64053625926797 
 03/17  11:00:00,756.8378403675215,756.8378403675215,756.8378403675215,521.3755637048295,141.26604977041974,141.26604977041974,714.1472736029039,454.1027042205128,312.8253382228977,84.75962986225184,84.75962986225184,428.4883641617423,0.0,2778.4195389639017 
 03/17  12:00:00,675.3950347330417,675.3950347330417,675.3950347330417,259.3449026885637,146.77287331855906,146.77287331855906,651.2248683231552,405.23702083982507,155.60694161313826,88.06372399113543,88.06372399113543,390.73492099389309,0.0,3932.4690519615087 
 03/17  13:00:00,513.2125766616291,513.2125766616291,513.2125766616291,156.46568584068,156.46568584068,215.93451795970572,537.1587651712441,307.9275459969774,93.879411504408,93.879411504408,129.56071077582343,322.2952591027465,0.0,3541.7038634499677 
 03/17  14:00:00,331.60095764737249,331.60095764737249,331.60095764737249,154.70379841134577,154.70379841134577,257.9063106311502,407.8196634274152,198.96057458842348,92.82227904680744,92.82227904680744,154.7437863786901,244.6917980564491,0.0,2443.710412424956 
 03/17  15:00:00,213.31805253450313,213.31805253450313,213.31805253450313,127.24521240240523,127.24521240240523,220.31816644647609,299.9194706013202,127.99083152070188,76.34712744144315,76.34712744144315,132.19089986788567,179.95168236079213,0.0,1332.2020730377385 
 03/17  16:00:00,126.82800010354996,126.82800010354996,126.82800010354996,89.36796269199287,89.36796269199287,156.9001050521695,191.41780018467734,76.09680006212996,53.62077761519573,53.62077761519573,94.1400630313017,114.8506801108064,0.0,348.1714511917389 
 03/17  17:00:00,53.33524592579213,53.33524592579213,53.33524592579213,46.62722047844789,46.62722047844789,66.88263631389941,93.96449021408356,32.00114755547528,27.976332287068737,27.976332287068737,40.12958178833965,56.37869412845013,0.0,0.0 
 03/17  18:00:00,14.691999944675754,14.691999944675754,14.691999944675754,14.04528153358288,14.04528153358288,17.906397374869113,27.27847331323116,8.815199966805454,8.427168920149727,8.427168920149727,10.743838424921469,16.367083987938697,0.0,0.0 
 03/17  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0681660431106,0.0 
 03/17  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0779799290593,0.0 
 03/17  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1268.1224075097634,0.0 
 03/17  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.2751303192288,0.0 
 03/17  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.6733028100157,0.0 
 03/17  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.365955409739,0.0 
 03/18  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873.4951101471465,0.0 
 03/18  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.2373118118803,0.0 
 03/18  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1921.0494887073357,0.0 
 03/18  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.9509606618772,0.0 
 03/18  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1938.1416746059995,0.0 
