Date/Time,SOUTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUTH WINDOW LEFT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUWTH WINDOW RIGHT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),NORTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly) 
 02/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8708600686752 
 02/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.56999768826892 
 02/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.524256182924355 
 02/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.014275823333465 
 02/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.919943763126172 
 02/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.852450495528972 
 02/03  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.034866161803265 
 02/03  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.426091854826134 
 02/03  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.969792412156977 
 02/03  08:00:00,311.7073068139663,311.7073068139663,311.7073068139663,548.7159653404367,48.42491130238376,48.42491130238376,139.7480875744077,4.238334310279026 
 02/03  09:00:00,639.0776133672707,639.0776133672707,639.0776133672707,797.566415952403,99.039821058105,99.039821058105,332.4672812192123,9.291221012556133 
 02/03  10:00:00,841.0889424232939,841.0889424232939,841.0889424232939,726.3382886330269,115.4454922982425,115.4454922982425,476.024403946828,18.16898877552391 
 02/03  11:00:00,946.3816995017191,946.3816995017191,946.3816995017191,518.7508104382551,113.46119892595097,113.46119892595097,562.2896267782601,28.22068700151074 
 02/03  12:00:00,961.1596078089386,961.1596078089386,961.1596078089386,253.78206938263916,103.63791999191287,103.63791999191287,587.8628380005006,37.59401496186477 
 02/03  13:00:00,913.6100791797195,913.6100791797195,913.6100791797195,84.23285141581974,84.23285141581974,185.64795101354833,554.1805209792176,45.33396678623512 
 02/03  14:00:00,802.1643216154105,802.1643216154105,802.1643216154105,59.27219633982487,59.27219633982487,377.8098675294244,463.502233072866,50.8747163304967 
 02/03  15:00:00,639.0460611849184,639.0460611849184,639.0460611849184,35.17871192596792,35.17871192596792,501.80774627138558,331.7322522632885,53.73501024651006 
 02/03  16:00:00,430.4835707143109,430.4835707143109,430.4835707143109,18.791863825128478,18.791863825128478,510.4292553734919,178.86969469537406,53.58809958479866 
 02/03  17:00:00,181.47085801489232,181.47085801489232,181.47085801489232,4.633029203326229,4.633029203326229,315.75806934434066,41.59251761771964,50.11921205253249 
 02/03  18:00:00,0.002470906483498669,0.002470906483498669,0.002470906483498669,0.002470906483498669,0.002470906483498669,0.002470906483498669,0.0,44.1285830280833 
 02/03  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35488865623751 
 02/03  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.816947292436157 
 02/03  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.240899553417735 
 02/03  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.83618117181136 
 02/03  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.19763973396703 
 02/03  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.77609070987213 
 02/04  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.719173924925043 
 02/04  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.039202679215102 
 02/04  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88721717188589 
 02/04  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.789185702746712 
 02/04  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.154397384574901 
 02/04  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8484455813867659 
 02/04  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7723530722072029 
 02/04  08:00:00,10.854091512529415,10.854091512529415,10.854091512529415,11.86868752940577,9.802387736844093,9.802387736844093,19.102260456880413,1.9247346230171805 
 02/04  09:00:00,24.601109618118025,24.601109618118025,24.601109618118025,25.10691942697864,22.858443230601659,22.858443230601659,44.578733143634689,1.3972476124339757 
 02/04  10:00:00,37.218052722497329,37.218052722497329,37.218052722497329,36.84545825992398,34.9595625491174,34.9595625491174,67.89285333821006,1.1652468789353723 
 02/04  11:00:00,46.65263530683748,46.65263530683748,46.65263530683748,45.04596063447283,43.5435985646756,43.5435985646756,84.49755036653943,1.0727355800516528 
 02/04  12:00:00,51.116349892229298,51.116349892229298,51.116349892229298,48.36062169287108,47.78187427867377,47.78187427867377,92.55142234766706,1.0267042220869372 
 02/04  13:00:00,50.53809531459681,50.53809531459681,50.53809531459681,47.18970827518205,47.18970827518205,47.60323961495128,91.44314308229009,1.1518739891339232 
 02/04  14:00:00,44.77888004236723,44.77888004236723,44.77888004236723,41.72796352884946,41.72796352884946,43.02836216326297,81.049378371,1.2511928714423709 
 02/04  15:00:00,33.98015518416268,33.98015518416268,33.98015518416268,31.76359675684253,31.76359675684253,33.479817309517958,61.839138968652438,1.1778298654202897 
 02/04  16:00:00,20.787095424496444,20.787095424496444,20.787095424496444,19.055214766955609,19.055214766955609,21.131458747696365,37.37495449596345,0.8353656660369582 
 02/04  17:00:00,7.522403013767175,7.522403013767175,7.522403013767175,6.696911876178361,6.696911876178361,8.151758893302234,13.193192988944294,0.2575958538885977 
 02/04  18:00:00,0.44733072657429975,0.44733072657429975,0.44733072657429975,0.44733072657429975,0.44733072657429975,0.44733072657429975,0.875,-0.4579574044806112 
 02/04  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1648136630127933 
 02/04  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8651431273215884 
 02/04  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5267680617224785 
 02/04  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.129114142085 
 02/04  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.708166765781173 
 02/04  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.268049894190357 
 02/05  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.793560867112038 
 02/05  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.3126893899020619 
 02/05  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.816889699209419 
 02/05  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2854996423703259 
 02/05  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.747249296165858 
 02/05  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.176065670572136 
 02/05  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.5177648338336919 
 02/05  08:00:00,11.358067877353827,11.358067877353827,11.358067877353827,12.398799349193503,10.2904642981381,10.2904642981381,20.039760456880413,-7.7540827293998559 
 02/05  09:00:00,25.029025218273629,25.029025218273629,25.029025218273629,25.534835027134244,23.28635883075726,23.28635883075726,45.391233143634689,-7.784790159533875 
 02/05  10:00:00,37.3530478006323,37.3530478006323,37.3530478006323,36.98045333805895,35.09455762725237,35.09455762725237,68.14285333821006,-7.636790066680127 
 02/05  11:00:00,47.156699996554447,47.156699996554447,47.156699996554447,45.550025324189807,44.04766325439257,44.04766325439257,85.43505036653943,-7.377869105353411 
 02/05  12:00:00,51.65641692808114,51.65641692808114,51.65641692808114,48.90068872872294,48.32194131452563,48.32194131452563,93.55142234766706,-7.076749679678636 
 02/05  13:00:00,50.97832054911592,50.97832054911592,50.97832054911592,47.62993350970117,47.62993350970117,48.043464849470399,92.25564308229009,-6.808372025465648 
 02/05  14:00:00,62.11908258507586,62.11908258507586,62.11908258507586,51.31543531722649,51.31543531722649,56.831067457275228,101.27408589591697,-6.607721413019298 
 02/05  15:00:00,146.79604293874753,146.79604293874753,146.79604293874753,76.50393043646543,76.50393043646543,134.82594994312093,166.14657277498973,-5.848510204140033 
 02/05  16:00:00,218.11083199002105,218.11083199002105,218.11083199002105,57.32725831558787,57.32725831558787,257.97684144818069,145.93197553074558,-4.102979206147271 
 02/05  17:00:00,162.77835318980159,162.77835318980159,162.77835318980159,12.856066348240809,12.856066348240809,279.07704635980698,43.02124242095988,-2.5903349726434685 
 02/05  18:00:00,0.44040203787801227,0.44040203787801227,0.44040203787801227,0.44040203787801227,0.44040203787801227,0.44040203787801227,0.31700794714735466,-3.5188107993115418 
 02/05  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.155710722651313 
 02/05  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.7627516445304949 
 02/05  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.347615357194912 
 02/05  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.84993410039478 
 02/05  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.32063266743447 
 02/05  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.643390104129648 
 02/06  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.70525258869335 
 02/06  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.574835662416506 
 02/06  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.259733442080125 
 02/06  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.765222254283448 
 02/06  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.13346050233136 
 02/06  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.28445657404915 
 02/06  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.16224322842645 
 02/06  08:00:00,331.52213492204899,331.52213492204899,331.52213492204899,584.0603233986969,53.738170870335867,53.738170870335867,151.161852812804,-14.458200588616304 
 02/06  09:00:00,658.6101445743708,658.6101445743708,658.6101445743708,824.1825984581452,102.96076132458866,102.96076132458866,343.7065883672175,-7.981661298444955 
 02/06  10:00:00,866.6108385404334,866.6108385404334,866.6108385404334,750.4415898541577,119.85351685806359,119.85351685806359,491.58459436489536,2.312007951663319 
 02/06  11:00:00,970.8534412076566,970.8534412076566,970.8534412076566,536.4262262395412,122.14798078411556,122.14798078411556,582.4174111481188,13.61989707940489 
 02/06  12:00:00,996.306478437735,996.306478437735,996.306478437735,270.0994153762854,115.56117479172595,115.56117479172595,612.6766694196713,24.555825809468045 
 02/06  13:00:00,949.7304084680442,949.7304084680442,949.7304084680442,99.96965605275249,99.96965605275249,204.18303143236819,581.684801036962,34.00918047841607 
 02/06  14:00:00,848.2806933351071,848.2806933351071,848.2806933351071,69.48839811359164,69.48839811359164,404.1722621390239,491.6329327848279,41.05151889650004 
 02/06  15:00:00,693.7873522455998,693.7873522455998,693.7873522455998,39.703988962666318,39.703988962666318,545.4618809848374,359.6369355116203,45.33826942744231 
 02/06  16:00:00,474.65233680184675,474.65233680184675,474.65233680184675,21.57391548936115,21.57391548936115,563.3525171034166,196.62455778745528,46.56924777258166 
 02/06  17:00:00,212.47539145961194,212.47539145961194,212.47539145961194,5.897658672621158,5.897658672621158,369.76358975351766,48.42621306543754,44.159954426237778 
 02/06  18:00:00,0.038252712026936499,0.038252712026936499,0.038252712026936499,0.038252712026936499,0.038252712026936499,0.038252712026936499,0.0,38.74067296722936 
 02/06  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89910620518337 
 02/06  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.606709674474204 
 02/06  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.936980138088449 
 02/06  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.90967704527251 
 02/06  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.560942592529596 
 02/06  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.620029293638247 
 02/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46449145793557 
 02/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.593404467371583 
 02/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.181494624813097 
 02/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930902254068444 
 02/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.825613881098452 
 02/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9045595261196248 
 02/07  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2533534625894768 
 02/07  08:00:00,317.68137847087646,317.68137847087646,317.68137847087646,582.493615179702,50.06553375480952,50.06553375480952,128.54690578667749,4.455344662642564 
 02/07  09:00:00,563.2979731180773,563.2979731180773,563.2979731180773,702.653305664986,95.16391012810726,95.16391012810726,302.3698897349842,9.339593375903798 
 02/07  10:00:00,788.853528598174,788.853528598174,788.853528598174,683.2955133097681,115.76812022855009,115.76812022855009,452.6485684326346,18.051704679546437 
 02/07  11:00:00,931.6680896913273,931.6680896913273,931.6680896913273,513.0687777612122,115.18242492708801,115.18242492708801,555.6799652082773,28.508353970576164 
 02/07  12:00:00,955.8255372780511,955.8255372780511,955.8255372780511,254.5979677817361,105.55794212119217,105.55794212119217,585.3953768863132,38.36710632382135 
 02/07  13:00:00,914.7311017384031,914.7311017384031,914.7311017384031,86.18673439500495,86.18673439500495,187.68492545781775,554.7407970395393,46.50729947402299 
 02/07  14:00:00,800.1391994858318,800.1391994858318,800.1391994858318,62.79955131602973,62.79955131602973,378.0491355712522,462.5444290645591,52.444790825218159 
 02/07  15:00:00,596.9162660828538,596.9162660828538,596.9162660828538,47.305740561252779,47.305740561252779,470.5145463471948,314.2095553330466,55.22286837578089 
 02/07  16:00:00,368.0661530301832,368.0661530301832,368.0661530301832,36.57830150816825,36.57830150816825,432.30885528919978,162.57515892740489,54.52184388047725 
 02/07  17:00:00,152.16318981425003,152.16318981425003,152.16318981425003,17.465571028646794,17.465571028646794,258.2683586728303,46.18763851798436,50.84812190036148 
 02/07  18:00:00,1.171491843105454,1.171491843105454,1.171491843105454,1.171491843105454,1.171491843105454,1.171491843105454,1.0439647759804374,45.393899937714348 
 02/07  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.94425598846639 
 02/07  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4159504840814 
 02/07  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.05587533191669 
 02/07  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.460170666331533 
 02/07  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.095169582598716 
 02/07  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.916390344853246 
 02/08  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86389776548911 
 02/08  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.885720111295182 
 02/08  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.07695869981908 
 02/08  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6958259300368 
 02/08  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.410102301016247 
 02/08  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.431703833667273 
 02/08  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.891599276762559 
 02/08  08:00:00,167.72368396901607,167.72368396901607,167.72368396901607,309.8634525599401,38.870950465352738,38.870950465352738,90.07237700198155,3.694995137798693 
 02/08  09:00:00,141.95484734445007,141.95484734445007,141.95484734445007,170.6467099515947,67.08105922170242,67.08105922170242,146.3963763196937,4.397985259840828 
 02/08  10:00:00,86.18374495140749,86.18374495140749,86.18374495140749,84.83451484540737,67.8942174330798,67.8942174330798,136.9898298211811,4.490508648230573 
 02/08  11:00:00,50.45638664013746,50.45638664013746,50.45638664013746,49.071720234609767,47.656995415411959,47.656995415411959,92.02262082456955,4.036555049018239 
 02/08  12:00:00,51.85502554801218,51.85502554801218,51.85502554801218,49.78822939849352,49.35416883784554,49.35416883784554,95.02294176075029,3.534154993399903 
 02/08  13:00:00,51.27324126347043,51.27324126347043,51.27324126347043,48.76195098390937,48.76195098390937,49.07209948873628,93.91048231171759,3.1089565611738347 
 02/08  14:00:00,52.535430573656217,52.535430573656217,52.535430573656217,49.11377511714244,49.11377511714244,50.692640859424567,95.0494657021531,2.685503248897068 
 02/08  15:00:00,75.94226299503514,75.94226299503514,75.94226299503514,62.315743067705017,62.315743067705017,73.55641893666274,124.5102302883019,2.4584208832979299 
 02/08  16:00:00,87.77045312442835,87.77045312442835,87.77045312442835,52.594359691443958,52.594359691443958,96.32849035551104,107.9228190738678,2.4208518721226719 
 02/08  17:00:00,51.8001723511876,51.8001723511876,51.8001723511876,24.284728232907545,24.284728232907545,74.15420879359297,48.576513335664269,2.033825380353957 
 02/08  18:00:00,1.6775848414377526,1.6775848414377526,1.6775848414377526,1.6775848414377526,1.6775848414377526,1.6775848414377526,3.0358997605928765,0.9098879206042088 
 02/08  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5039861768454022 
 02/08  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8456346466427998 
 02/08  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.030313868516407 
 02/08  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.969352073951123 
 02/08  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.7708115347891 
 02/08  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.483432126865854 
 02/09  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.153009854798359 
 02/09  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.8159527240817179 
 02/09  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.475796258795029 
 02/09  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.032990963473527 
 02/09  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.507633767578348 
 02/09  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.817991627447219 
 02/09  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.948186787104487 
 02/09  08:00:00,62.25102851420213,62.25102851420213,62.25102851420213,96.48257838560837,28.80789766298765,28.80789766298765,60.17035668241873,-8.657945355953008 
 02/09  09:00:00,190.5375684824834,190.5375684824834,190.5375684824834,225.15182667759053,74.11990334873005,74.11990334873005,170.60699670092573,-6.675098491953834 
 02/09  10:00:00,436.2963024826915,436.2963024826915,436.2963024826915,382.0652580484847,109.83428839857926,109.83428839857926,316.4254564828238,-1.6276780778044807 
 02/09  11:00:00,722.1210060193891,722.1210060193891,722.1210060193891,409.8119716416186,116.27472318419874,116.27472318419874,454.84712884623368,7.664854426923997 
 02/09  12:00:00,834.237166427059,834.237166427059,834.237166427059,233.39135623811144,106.88743727833874,106.88743727833874,516.7826946310744,18.804034760695143 
 02/09  13:00:00,848.938391774552,848.938391774552,848.938391774552,93.88344794201731,93.88344794201731,187.88685224907904,521.2412535523175,29.128811193614938 
 02/09  14:00:00,773.0704407939774,773.0704407939774,773.0704407939774,69.62884267020694,69.62884267020694,369.47462262126279,449.957240752624,37.69696902468999 
 02/09  15:00:00,530.1114413058771,530.1114413058771,530.1114413058771,64.04614339141728,64.04614339141728,422.3066541235216,290.32697884773537,42.11709428280912 
 02/09  16:00:00,247.36192213759268,247.36192213759268,247.36192213759268,55.82421213101638,55.82421213101638,283.29864784283986,152.60830729976784,42.526085075997887 
 02/09  17:00:00,57.891391620077317,57.891391620077317,57.891391620077317,25.006258578279917,25.006258578279917,82.54827950330415,51.202585563324578,39.526615146819889 
 02/09  18:00:00,1.7491159159071455,1.7491159159071455,1.7491159159071455,1.7491159159071455,1.7491159159071455,1.7491159159071455,3.1678270090994666,35.426898433991969 
 02/09  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.506341909145797 
 02/09  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.019288207448274 
 02/09  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.636812318673614 
 02/09  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.597472660030435 
 02/09  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.90036792346278 
 02/09  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.72227056316731 
 02/10  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.725973584877412 
 02/10  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.921848241761805 
 02/10  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.371452136596569 
 02/10  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.804764722179748 
 02/10  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.262671571879823 
 02/10  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938655553922372 
 02/10  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.066863201526369 
 02/10  08:00:00,251.54081117319707,251.54081117319707,251.54081117319707,511.41097553031127,50.797657784497989,50.797657784497989,144.80756334662386,6.816800236150412 
 02/10  09:00:00,425.3041117040478,425.3041117040478,425.3041117040478,586.3384286859348,92.30545673169019,92.30545673169019,304.58953389010426,10.618092864279224 
 02/10  10:00:00,577.2677309761817,577.2677309761817,577.2677309761817,553.4971398858189,111.55897952437708,111.55897952437708,431.06778947288697,16.686985223233316 
 02/10  11:00:00,673.5559807953539,673.5559807953539,673.5559807953539,420.2216933576874,118.73832264097351,118.73832264097351,506.98775799236668,24.266185118234984 
 02/10  12:00:00,677.4553118739622,677.4553118739622,677.4553118739622,227.61488032252525,116.66934609781058,116.66934609781058,513.1244978660561,31.004195283978249 
 02/10  13:00:00,611.2294601703755,611.2294601703755,611.2294601703755,108.92936352255754,108.92936352255754,172.7439305621742,469.6412084876505,36.34818624739215 
 02/10  14:00:00,503.5525316739827,503.5525316739827,503.5525316739827,99.69508187834886,99.69508187834886,288.62624314410558,390.16011636540216,39.37907116369226 
 02/10  15:00:00,392.2325467310242,392.2325467310242,392.2325467310242,82.68353974537627,82.68353974537627,347.3728737335468,293.6322402860697,40.59956708000793 
 02/10  16:00:00,235.59842593190985,235.59842593190985,235.59842593190985,57.90486517221666,57.90486517221666,296.5118276108839,176.2650233023057,39.6042628729523 
 02/10  17:00:00,92.13326565704253,92.13326565704253,92.13326565704253,27.053987270501957,27.053987270501957,160.0922232362902,64.75523413552699,36.637473735538879 
 02/10  18:00:00,4.976724345463181,4.976724345463181,4.976724345463181,1.8597833530017816,1.8597833530017816,11.062529403467174,3.695173823937055,32.63902168366003 
 02/10  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94387520320622 
 02/10  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.527020365363819 
 02/10  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.457963834509934 
 02/10  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.73057968544135 
 02/10  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.359554910216838 
 02/10  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.165696678666663 
 02/11  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.404180154766788 
 02/11  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.070233649530817 
 02/11  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.926351083185692 
 02/11  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.670628114045009 
 02/11  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.442989961831043 
 02/11  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.378980905961159 
 02/11  07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.696825476422487 
 02/11  08:00:00,342.50851484941566,342.50851484941566,342.50851484941566,720.7598800973527,63.78380100558064,63.78380100558064,210.4845367528036,7.993928951173401 
 02/11  09:00:00,614.4968543509573,614.4968543509573,614.4968543509573,867.4433125090638,108.14407212593719,108.14407212593719,419.19795151075308,13.121522170600518 
 02/11  10:00:00,810.3042666931067,810.3042666931067,810.3042666931067,779.4955986210573,124.64299333953858,124.64299333953858,577.4114425643012,21.546800717316267 
 02/11  11:00:00,912.7881697045351,912.7881697045351,912.7881697045351,556.3524274118306,126.31174511204071,126.31174511204071,672.3633529988693,30.531350506237119 
 02/11  12:00:00,930.1438056593882,930.1438056593882,930.1438056593882,279.05814088958166,117.93267003543012,117.93267003543012,699.7027783878119,38.819565308535057 
 02/11  13:00:00,880.3228476915947,880.3228476915947,880.3228476915947,96.66543122596201,96.66543122596201,200.5991865141484,662.1880153789471,45.72283839876889 
 02/11  14:00:00,767.3630626173745,767.3630626173745,767.3630626173745,63.89154286147343,63.89154286147343,398.5932878001895,561.5557433355767,50.67860078542425 
 02/11  15:00:00,588.6325408608844,588.6325408608844,588.6325408608844,40.49341633282215,40.49341633282215,517.9255251809028,405.9481944302843,52.81492770299178 
 02/11  16:00:00,377.6373001837072,377.6373001837072,377.6373001837072,24.43371788470523,24.43371788470523,512.0907842435342,229.75213748359273,51.86018648023313 
 02/11  17:00:00,157.5219480121238,157.5219480121238,157.5219480121238,9.478284675035884,9.478284675035884,323.7225562562952,71.48085034807609,47.87552186841059 
 02/11  18:00:00,8.904608002426447,8.904608002426447,8.904608002426447,0.5616850032099884,0.5616850032099884,26.055629633816709,2.1202722961312627,42.3649116395698 
 02/11  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.026954686208998 
 02/11  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.42751824804024 
 02/11  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.364141157010324 
 02/11  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.558784176863929 
 02/11  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.12858511589377 
 02/11  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8068663582292 
 02/12  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.895698371491033 
 02/12  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.47990141012152 
 02/12  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.27491591776387 
 02/12  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.464891558596236 
 02/12  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.038664552838901 
 02/12  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.946722753853084 
