Date/Time,SOUTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUTH WINDOW LEFT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),SOUWTH WINDOW RIGHT:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),EAST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),NORTH WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),WEST WALL:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE 1:Zone Mean Air Temperature [C](Hourly) 
 01/02  08:00:00,3.685575585735493,3.685575585735493,3.685575585735493,3.8372620194422586,3.3726307274917048,3.3726307274917048,6.610773005217861,-0.7676722075903464 
 01/02  09:00:00,16.746336379972797,16.746336379972797,16.746336379972797,16.96496488802197,14.785904403523653,14.785904403523653,29.10769335074704,-1.984187111512373 
 01/02  10:00:00,28.41980110971879,28.41980110971879,28.41980110971879,27.640807092909115,25.43586108141626,25.43586108141626,49.97894333394428,-2.91079776349504 
 01/02  11:00:00,36.747786757659,36.747786757659,36.747786757659,34.817508401370819,33.41140331419004,33.41140331419004,65.3661302104728,-3.558937388628287 
 01/02  12:00:00,41.05102126992605,41.05102126992605,41.05102126992605,38.02843059839843,37.556505001200509,37.556505001200509,73.30619678115079,-4.122375343765724 
 01/02  13:00:00,40.44941464900862,40.44941464900862,40.44941464900862,36.95679200635734,36.95679200635734,37.45120684869741,72.17892075140493,-4.779264592051302 
 01/02  14:00:00,35.08225576057346,35.08225576057346,35.08225576057346,31.751424147839715,31.751424147839715,33.17848587527144,62.23445722890106,-5.448912296023211 
 01/02  15:00:00,25.87534589751617,25.87534589751617,25.87534589751617,22.991498656203679,22.991498656203679,25.137478355992948,45.30649727346551,-6.096656247343731 
 01/02  16:00:00,13.659462881012875,13.659462881012875,13.659462881012875,11.90837822592866,11.90837822592866,13.866720218200129,23.5382191952095,-6.8773787040088989 
 01/02  17:00:00,1.8723035963819517,1.8723035963819517,1.8723035963819517,1.5280669908331955,1.5280669908331955,2.047041747651215,2.9869540282564146,-7.884748084260094 
 01/02  18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.945772496439862 
 01/02  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.879133860429964 
 01/02  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.706733317785809 
 01/02  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.468557285909064 
 01/02  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.160670021827576 
 01/02  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.847915656953493 
 01/02  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.425662752316859 
 01/03  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.901812944825992 
 01/03  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.341126286532882 
 01/03  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.661510226289974 
 01/03  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.998141893712213 
