Date/Time,ZONE 1:Zone Mean Air Temperature [C](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Heating Rate [W](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](RunPeriod),Electricity:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod) 
simdays=365,22.907773172779597,10376503307.510626,3062223998.026949,329.0367611013729,94.89681239976959,6307200000.0,10376503298.276383,3062223988.7927167 
