Date/Time,ZONE 1:Zone Mean Air Temperature [C](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Heating Rate [W](RunPeriod),ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Sensible Cooling Rate [W](RunPeriod),Electricity:Facility [J](RunPeriod),DistrictHeating:Facility [J](RunPeriod),DistrictCooling:Facility [J](RunPeriod) 
simdays=365,23.583517681320754,8622626142.654517,11075308099.782238,273.42168131106367,347.82531238798858,954535514.443932,8622626141.975926,11075308099.103592 
